Date,Close,High,Low,Open,Volume,Daily Return,20 Day MA,50 Day MA
2023-01-03,123.09600830078125,128.83398716375524,122.21021158237852,128.22377748695044,112117500,,,
2023-01-04,124.36564636230469,126.62934820454495,123.105849949189,124.88728011064363,89113600,0.010314209851720824,,
2023-01-05,123.04681396484375,125.75341088924934,122.79092293482029,125.12351256937882,80962700,-0.010604475078422326,,
2023-01-06,127.57417297363281,128.23359640764676,122.91883185466375,124.02115734074498,87754700,0.03679379305247665,,
2023-01-09,128.09579467773438,131.30435066058786,127.83990374783173,128.41075122341888,70790800,0.004088771982157846,,
2023-01-10,128.66668701171875,129.18832083166095,126.09787998496417,128.20410381019116,63896200,0.0044567609375516515,,
2023-01-11,131.38311767578125,131.40279120059512,128.40094170907022,129.17846644203894,69458900,0.021112152081875557,,
2023-01-12,131.30438232421875,132.14095769176564,129.36547379890666,131.76696547602162,71379600,-0.0005992805845633775,,
2023-01-13,132.63308715820312,132.79056549396478,129.58202324711493,129.94617875784812,57809700,0.010119272567030713,,
2023-01-17,133.79444885253906,135.12313266732727,132.01301865225,132.7019674841355,63646600,0.008756198918529856,,
2023-01-18,133.07598876953125,136.42232060237055,132.8988218980733,134.6605787592018,69672800,-0.005369879611370587,,
2023-01-19,133.1350555419922,134.0995841255356,131.6587298451973,131.9638347529944,58280400,0.0004438574757708036,,
2023-01-20,135.69400024414062,135.84164181281548,132.10161400912494,133.14488168206822,80223600,0.019220668003111507,,
2023-01-23,138.88287353515625,141.0579999020067,135.72353008280908,135.94005904305521,81760300,0.023500473751810746,,
2023-01-24,140.2804718017578,140.90053342355856,138.0856717213938,138.0955084866108,66435100,0.010063143359773541,,
2023-01-25,139.62103271484375,140.18202862963406,136.61916767862735,138.6663409653264,65799300,-0.004700861627026542,,
2023-01-26,141.6879119873047,141.97332836189656,139.6604119793185,140.91037200424128,54105100,0.014803495091475494,,
2023-01-27,143.6267852783203,144.9062704324847,140.82177572822627,140.90051489349364,70555800,0.013684112242329904,,
2023-01-30,140.7430419921875,143.2527985417942,140.59541543784155,142.6721140707524,64015300,-0.020078032663229828,,
2023-01-31,142.0126495361328,142.0618633846007,140.03437897857034,140.4477482733763,65874500,0.009020748208751872,133.63599853515626,
2023-02-01,143.13465881347656,144.29604258311244,139.0895417079852,141.69771052689384,77663600,0.007900769973721689,134.637931060791,
2023-02-02,148.4395751953125,148.79387880270858,145.83139183654328,146.54986584813346,118339000,0.0370624167885778,135.8416275024414,
2023-02-03,152.06155395507812,154.89610423261004,145.49682718195612,145.6936676139042,154357300,0.02440035788973338,137.29236450195313,
2023-02-06,149.3352508544922,150.6836384438328,148.40024764766747,150.1620046015634,69858300,-0.017928944099777744,138.3804183959961,
2023-02-07,152.2091522216797,152.77999988075524,148.2624474794368,148.2624474794368,83322600,0.0192446281152181,139.58608627319336,
2023-02-08,149.5222625732422,152.14028370808583,148.7840997356859,151.45133472995892,64120100,-0.017652615557074203,140.62886505126954,
2023-02-09,148.4888153076172,151.89421276586904,148.04592065726195,151.35289040745275,56007100,-0.0069116615000309745,141.48414993286133,
2023-02-10,148.85354614257812,149.1788354914484,147.08911426452642,147.32569243849323,57450700,0.0024562849006866116,142.3616081237793,
2023-02-13,151.6529998779297,152.05713357186568,148.76483299254943,148.79440338379132,62199000,0.018806765494656874,143.31260375976564,
2023-02-14,151.01226806640625,151.5741355635304,148.7056873791277,149.9476888936107,61707600,-0.004224986067134728,144.173494720459,
2023-02-15,153.11184692382812,153.27941747242824,150.69683660205456,150.92354792770303,65573800,0.013903366158957375,145.17528762817383,
2023-02-16,151.5150146484375,154.0975960108758,151.16015487764588,151.3178586328593,68167900,-0.010429188253375576,146.0942855834961,
2023-02-17,150.37156677246094,150.8151376986906,148.69584602843153,150.17442580979125,59144100,-0.007546762798589457,146.82816390991212,
2023-02-21,146.35964965820312,149.1393862953431,146.29065710385296,148.05508866222715,58867200,-0.026680024690628912,147.20200271606444,
2023-02-22,146.78353881835938,147.8086807909047,145.0585291708209,146.74410160351695,51011300,0.0028962160072545373,147.52715606689452,
2023-02-23,147.2665252685547,148.1931042440918,145.1373820304515,147.94667430552937,48394200,0.003290467405837605,147.90943069458007,
2023-02-24,144.61495971679688,145.0881010134071,143.6390916917033,145.00924162382364,55469600,-0.01800521569258473,148.0557830810547,
2023-02-27,145.8076934814453,147.03984342133134,145.34440390077674,145.60070071444446,44998500,0.008247651328632921,148.16482849121093,
2023-02-28,145.30496215820312,146.95111245136155,144.73324285815977,144.9501024216552,50547000,-0.0034479066998351904,148.3929244995117,
2023-03-01,143.23495483398438,145.12753521820275,142.93923585875515,144.7332532784917,55479000,-0.014245950678305142,148.45403976440429,
2023-03-02,143.8263702392578,144.61494903595985,141.84506394442167,142.31822024697658,52238100,0.0041289879691652764,148.48862533569337,
2023-03-03,148.87322998046875,148.952089353373,145.2260704687506,145.9259229618336,70732300,0.03508994722466685,148.51030807495118,
2023-03-06,151.63327026367188,154.06799923846452,151.26855877090114,151.59383305095145,87558000,0.018539533827305554,148.48889389038087,
2023-03-07,149.4351043701172,151.83039589059405,148.9718149331636,151.50510660246357,56182000,-0.01449659358881028,148.4938865661621,
2023-03-08,150.68699645996094,151.2784344169459,149.6618543808646,150.62785567244086,47204800,0.008377496674028428,148.41777877807618,
2023-03-09,148.43954467773438,152.33313497413033,148.08468493947933,151.3671337581158,53833600,-0.01491470289424568,148.36364288330077,
2023-03-10,146.37937927246094,148.78453780981002,145.5020893181875,148.06496662146847,68572400,-0.01387881786990186,148.25817108154297,
2023-03-13,148.3212432861328,150.95311305935627,145.59079552733544,145.69922529511118,84457100,0.013265966991548916,148.2315559387207,
2023-03-14,150.41099548339844,151.20942619347872,147.95656256587642,149.11970482478546,73695900,0.014089365427137013,148.16945571899413,
2023-03-15,150.80526733398438,151.06154904978908,147.7791005346977,149.03096880678774,77167900,0.002621296729795608,148.15910568237305,142.61224334716798
2023-03-16,153.62442016601562,154.22570978036399,149.47453364061312,149.98711209240733,76161100,0.01869399445967468,148.18473434448242,143.22281158447265
2023-03-17,152.7865753173828,154.50173325502132,152.07685582876627,153.85115455030763,98944600,-0.0054538519834762544,148.2483123779297,143.79123016357423
2023-03-20,155.1522674560547,155.5662829465371,151.94867858194203,152.85555389921097,73641400,0.015483638753978513,148.4873474121094,144.43333923339844
2023-03-21,157.0054473876953,157.1237289497417,154.3045697408097,155.07344501678244,73938300,0.011944265862344094,149.01963729858397,145.0219647216797
2023-03-22,155.57615661621094,159.82460651427928,155.5564380089166,157.0251659140942,75701800,-0.009103447015790578,149.45926818847656,145.5715719604492
2023-03-23,156.66043090820312,159.24302685232914,155.4282812343858,156.56186795883147,67622100,0.006969411737474562,149.928963470459,146.1314468383789
2023-03-24,157.9615936279297,158.0503047976887,155.59587218901564,156.5914437450547,59196500,0.008305624542096268,150.59629516601564,146.66301635742187
2023-03-27,156.0197296142578,158.47417734472043,155.61558088418133,157.6560281012329,52390300,-0.012293266793989344,151.10689697265624,147.15732330322265
2023-03-28,155.39874267578125,156.22675885726497,153.75259217928735,155.71418027651652,45992200,-0.0039801821219142,151.61158599853516,147.61263641357422
2023-03-29,158.47415161132812,158.7501519087846,157.0744315196879,157.09413508315754,51305700,0.019790436412753465,152.37354583740233,148.10623046875
2023-03-30,160.0414581298828,160.1498879032855,158.96702721945866,159.22330893800608,49501700,0.009889982073534975,153.1843002319336,148.64553985595703
2023-03-31,162.54519653320312,162.64377453412575,159.597903820846,160.12033413577524,68749800,0.015644311371422193,153.8678985595703,149.23374267578126
2023-04-03,163.79705810546875,163.91533966892132,161.87490749491164,161.92419649331373,56976200,0.007701621450314056,154.47608795166016,149.79580383300782
2023-04-04,163.26478576660156,164.4574983782598,162.75220722625122,164.22093523724538,46278300,-0.0032495842417661347,155.16757202148438,150.28344207763672
2023-04-05,161.4214630126953,162.69304993016723,159.48946069965245,162.38747921010668,51511700,-0.011290387852169181,155.70429534912108,150.70626190185547
2023-04-06,162.3086395263672,162.60435849941234,159.6866210280676,160.11047335808198,45390100,0.005496025727397269,156.39775009155272,151.16001403808593
2023-04-10,159.71617126464844,159.71617126464844,157.7940207437735,159.11488161033475,47716900,-0.01597246005686348,157.0645896911621,151.5205792236328
2023-04-11,158.5037384033203,160.04145880285023,158.21787125365222,160.03160702009572,47644200,-0.007591171587247314,157.57371444702147,151.8181182861328
2023-04-12,157.81375122070312,159.74575366976245,157.49831365463328,158.9177526201656,50133100,-0.0043531287625625525,157.94385223388673,152.1595324707031
2023-04-13,163.19577026367188,163.43234843413578,159.11489082873655,159.3218986080038,68445600,0.034103612653132886,158.5633773803711,152.5831948852539
2023-04-14,162.8507843017578,163.94493394539444,161.48063430124813,162.23962776220338,49386500,-0.0021139393585793975,159.0246955871582,152.97751739501953
2023-04-17,162.8704833984375,163.02820218114718,161.6876226098968,162.73248322378927,41516200,0.00012096408847006579,159.52889099121094,153.26613555908204
2023-04-18,164.0927734375,165.01935243982652,163.2844759960185,163.72806193096773,49923000,0.007504674963555891,159.9759162902832,153.50675994873046
2023-04-19,165.2362060546875,165.7586363174907,163.17604035173306,163.43233711220313,47720200,0.006968208247287722,160.3874542236328,153.82477905273439
2023-04-20,164.27020263671875,165.47278202514906,163.19577163848064,163.71820194187683,52456400,-0.005846197035346057,160.8221565246582,154.06600006103517
2023-04-21,162.66346740722656,164.0730393438838,162.14103717495192,162.69303779464673,58337300,-0.009781050998308283,161.12230834960937,154.32882415771485
2023-04-24,162.9690399169922,163.23518844762253,161.5496011414824,162.64375061086378,41949600,0.001878556473904558,161.3726806640625,154.61842864990234
2023-04-25,161.43136596679688,163.9350881077864,161.39192874454255,162.8310865389587,48714100,-0.009435374663669394,161.64326248168945,154.86998504638672
2023-04-26,161.4214630126953,162.91976126426218,160.47518046288778,160.73146218660858,45498800,-6.134467141660771e-05,161.94439849853515,155.06535430908204
2023-04-27,166.0050811767578,166.15293313578908,162.8310621018307,162.8310621018307,64902300,0.028395345194597965,162.32094497680663,155.36521057128905
2023-04-28,167.25692749023438,167.424513091262,165.4826438930684,166.08393356927388,55275900,0.007541012025671812,162.6817184448242,155.64811218261718
2023-05-01,167.168212890625,168.01593249804148,166.2317821133474,166.86264216717663,52472900,-0.0005304091193146787,162.91286926269532,155.96117614746095
2023-05-02,166.13320922851562,167.91737470896658,165.1474894240389,167.66107793363267,48425700,-0.006191390361913851,163.02967681884766,156.27640899658203
2023-05-03,165.05877685546875,168.47922575134587,164.77292473257992,167.07950544573387,65136000,-0.0064672943960830676,163.119376373291,156.65039154052735
2023-05-04,163.42247009277344,164.65461977543495,161.96360907995128,162.535328337613,81235400,-0.009913479270042824,163.21942672729492,156.9831701660156
2023-05-05,171.09136962890625,171.81094077356033,168.32148473339686,168.5383442631647,113453200,0.046926836510176706,163.65856323242187,157.45966705322266
2023-05-08,171.02236938476562,171.3673772990156,169.65221959190652,170.01693107088172,55962800,-0.00040329470908018195,164.22387313842773,157.98781524658204
2023-05-09,169.3170928955078,171.06180609803263,169.14952233576255,170.57881302608763,45326900,-0.009971072763126587,164.7645408630371,158.45800323486327
2023-05-10,171.08151245117188,171.54480192353225,169.44521410372417,170.5492304195713,53724500,0.010420799964673044,165.42792892456055,158.97353424072264
2023-05-11,171.26881408691406,172.09681510347738,169.71137500858376,171.36739208260082,49514700,0.0010948093283640326,165.83158111572266,159.53421142578125
2023-05-12,170.34095764160156,171.8117019924622,168.79122976444327,171.3773829679925,45533100,-0.005417544637412175,166.20608978271486,160.06450317382811
2023-05-15,169.8474578857422,170.97273242564646,169.25520178613013,170.92337524039573,37266700,-0.0028971291619582784,166.55493850708007,160.48398773193358
2023-05-16,169.8474578857422,170.9036293539558,169.58094113474692,169.76848940168068,42110300,0.0,166.8426727294922,160.848271484375
2023-05-17,170.45938110351562,170.6962714054677,168.21869827349877,169.49204389326178,57951600,0.003602781138974054,167.10383148193358,161.26875701904297
2023-05-18,172.78890991210938,172.97645812210007,170.35081330561755,170.76538642479474,65496700,0.013666181312597114,167.52976684570314,161.71079528808593
2023-05-19,172.89749145507812,174.11159953538055,172.68033195301507,174.11159953538055,55809500,0.0006284057409933208,168.0414680480957,162.1999542236328
2023-05-22,171.94989013671875,172.45331220735133,171.2095777379714,171.73273062815065,43570900,-0.005480711781209235,168.49051055908203,162.71136444091798
2023-05-23,169.343994140625,171.140492823502,169.06761204505847,170.89372201948225,50747300,-0.01515497331240967,168.88614196777343,163.1318194580078
2023-05-24,169.62037658691406,170.19288666082696,168.317434571077,168.88006417332414,45143500,0.0016320770493907233,169.29608764648438,163.5160070800781
2023-05-25,170.75555419921875,171.6537886011476,169.47234283142473,170.1830440486123,56058300,0.006692460158069569,169.53361129760742,163.9150128173828
2023-05-26,173.1639862060547,173.49960591702484,170.87396117733175,171.08125526170468,54835000,0.01410456027700313,169.82896423339844,164.3058041381836
2023-05-30,175.00987243652344,176.6780456265802,174.28930584342234,174.6742677286896,55964400,0.01065975824945653,170.22104721069337,164.7502700805664
2023-05-31,174.96047973632812,177.03336027410137,174.47680359439627,175.0394481918492,99625300,-0.00028222807952293927,170.66241073608398,165.14643432617189
2023-06-01,177.76382446289062,177.79343575638538,174.64463768008144,175.40469602373648,68901800,0.01602273113783892,171.29766311645508,165.5616018676758
2023-06-02,178.61268615722656,179.4319669478336,176.94451328757913,178.69165461361322,61996900,0.00477522182536716,172.05717391967772,166.0223324584961
2023-06-05,177.26040649414062,182.56103856696868,175.74028990045602,180.27101332814428,121946500,-0.007571016886760096,172.36562576293946,166.43433197021486
2023-06-06,176.8951873779297,177.79342164547316,175.13816542041533,177.64536518975015,64848400,-0.0020603535974798026,172.65926666259764,166.81300384521484
2023-06-07,175.52316284179688,178.86937468745242,175.02962118278163,176.13514967923302,61944600,-0.007756143943031812,172.9695701599121,167.20307250976563
2023-06-08,178.2376251220703,178.50412674833163,175.1677956906412,175.60209965770608,50214900,0.015464980440900833,173.32737579345704,167.6598501586914
2023-06-09,178.62258911132812,179.87617397731293,178.2968498358667,179.1556074319137,48900000,0.0021598357192773587,173.69506454467773,168.0628189086914
2023-06-12,181.416015625,181.51472997018058,178.63244881890137,178.92857679274874,54274900,0.015638708001992185,174.24881744384766,168.49031005859376
2023-06-13,180.9422149658203,181.7713612206094,180.08345742062403,180.4388079672042,54929100,-0.002611680438176278,174.80355529785157,168.8582504272461
2023-06-14,181.5739288330078,182.00824779635482,179.66886572578127,181.00141884147698,57462900,0.003491246458471986,175.38987884521484,169.2137878417969
2023-06-15,183.60736083984375,184.1107829667957,181.40616927858855,181.58385210624687,65433200,0.01119892057138916,176.04727783203126,169.62063934326173
2023-06-16,182.53143310546875,184.57470266619666,181.88983501651188,184.31805138125782,101256200,-0.005859937910188129,176.5344039916992,170.0428387451172
2023-06-20,182.62025451660156,183.69618663444365,182.02801364300083,182.02801364300083,49799100,0.00048660885208451354,177.0205421447754,170.44907104492188
2023-06-21,181.5838623046875,183.01513017043268,180.23154785378478,182.5117080152066,49515700,-0.005675121933530369,177.50224075317382,170.88642486572266
2023-06-22,184.58457946777344,184.63393664574576,181.29759022920584,181.36669329070625,51245300,0.016525241422890913,178.26427001953124,171.40804168701172
2023-06-23,184.2686767578125,185.13731475683954,182.6202496908907,183.15328303090953,53117000,-0.0017114252494536686,178.99668502807617,171.9371401977539
2023-06-26,182.87692260742188,185.62101290744985,182.83743084186574,184.41677010681076,48088700,-0.007552852578519564,179.60275344848634,172.3307632446289
2023-06-27,185.63084411621094,185.9565833444032,183.27171612569057,183.48887561115208,50730800,0.01505887932454364,180.22609634399413,172.78636444091796
2023-06-28,186.8054962158203,187.44709427325768,185.17681495512898,185.50253915791174,51216800,0.0063278928951806535,180.81587753295898,173.26506469726561
2023-06-29,187.14108276367188,187.61489349976054,186.49948476837957,186.6376758009822,46347300,0.0017964490052468918,181.42490768432617,173.72603088378906
2023-06-30,191.4645233154297,191.96793030893548,188.7895213028153,189.15475231695294,85213200,0.023102573138457316,182.1099426269531,174.25059722900392
2023-07-03,189.9740447998047,191.37570117698604,189.28307449044232,191.27698682945007,31458200,-0.007784619781334157,182.67801055908203,174.76467407226562
2023-07-05,188.85862731933594,190.48730854754436,188.15779163185775,189.09553270560195,46920300,-0.005871420391370785,183.2579216003418,175.2885772705078
2023-07-06,189.3324432373047,189.53973735512338,186.7561552507634,187.38788795320247,45094300,0.002508839149654385,183.87978439331056,175.81584533691407
2023-07-07,188.21701049804688,190.1813114167851,187.7827065576724,188.9375920522482,46815000,-0.005891397798420406,184.51447677612305,176.35155822753907
