Date,Close,High,Low,Open,Volume,Daily Return,20 Day MA,50 Day MA
2023-07-10,186.17376708984375,187.5359467558433,184.62403920180722,186.8153651594175,59922200,-0.01085578504725171,184.91128387451172,176.84660430908204
2023-07-11,185.65060424804688,186.85484691926047,184.18972537508213,186.71665587805697,46638100,-0.0028100781864955904,185.26268463134767,177.2395147705078
2023-07-12,187.3187713623047,189.22383458950753,186.0355602702456,187.22992243297554,60750200,0.008985519443981849,185.55782241821288,177.64075164794923
2023-07-13,188.07884216308594,188.72045533421505,187.32866429002723,188.03936545890204,41342300,0.0040576328536297,185.91465377807617,178.05896423339843
2023-07-14,188.22689819335938,188.71055932283986,187.18059240914323,187.77283329330808,41616200,0.000787201944517868,186.24730224609374,178.5008380126953
2023-07-17,191.48428344726562,191.81002272437502,189.33243414864154,189.42126802557274,50520200,0.017305631050457126,186.64114837646486,179.02934814453124
2023-07-18,191.22763061523438,191.8198865800326,189.93455398917624,190.85254922844402,48288200,-0.0013403336681776512,187.07595825195312,179.58545135498048
2023-07-19,192.5799560546875,195.66951651285706,190.1615899429346,190.60578947313948,80507300,0.00707180983784772,187.5739433288574,180.0152230834961
2023-07-20,190.6353759765625,193.93223012421538,190.01350876450033,192.57005054034346,59581200,-0.010097520624486989,188.02651901245116,180.40748321533204
2023-07-21,189.46072387695312,192.4515843269373,188.75988828116408,191.59282688932564,71951700,-0.0061617739813086825,188.27032623291015,180.81035583496094
2023-07-24,190.26031494140625,192.39241858357238,189.7667732684065,190.91179356457312,45377800,0.004220352630830426,188.56990814208984,181.19393188476562
2023-07-25,191.11903381347656,191.92844922240585,190.4280786239598,190.83278632842445,37283200,0.004513389312609695,188.98201370239258,181.59093627929687
2023-07-26,191.9876708984375,193.112945076557,190.82292002182845,191.16839008411552,47471900,0.004545005631457322,189.29985504150392,182.0238705444336
2023-07-27,190.7241973876953,194.65278390019768,190.06285351948284,193.4880330742484,47460200,-0.006581013795466939,189.49579010009765,182.44140533447265
2023-07-28,193.30050659179688,194.09017617119656,191.63233355900982,192.15548645475204,48291400,0.013508035369337756,189.80376129150392,182.91046630859375
2023-07-31,193.91249084472656,193.95198260711592,192.7378594315981,193.52752900074864,38824100,0.0031659733526827605,189.92615966796876,183.37952850341796
2023-08-01,193.08335876464844,194.1888872056883,192.7576194786216,193.70522604358104,35175100,-0.0042758054237055365,190.08162536621094,183.78541748046874
2023-08-02,190.0924835205078,192.65889079076135,189.37191700535638,192.52069974591456,50389300,-0.015490072594947168,190.14331817626953,184.12931732177734
2023-08-03,188.70068359375,189.8851803589987,188.22688789998924,189.09552588996192,61235200,-0.007321698896146311,190.1117301940918,184.46433319091796
2023-08-04,179.6392822265625,184.95966022717982,179.57017917093492,183.12368481919472,115956800,-0.0480199710706698,189.68284378051757,184.6702389526367
2023-08-07,176.53982543945312,180.76454006954836,175.05920073091434,179.7774569305225,97576100,-0.017253780735999147,189.20114669799804,184.8086279296875
2023-08-08,177.47756958007812,177.94149990785485,175.2862435821482,177.3689898212007,67823000,0.00531179941008042,188.7924949645996,184.9430682373047
2023-08-09,175.88833618164062,178.59293417746048,174.7235703168388,178.53371160261662,60378500,-0.008954559171605259,188.2209732055664,184.9975552368164
2023-08-10,175.67120361328125,178.41529378720278,175.30598763799586,177.16169386807627,54686900,-0.001234491001922633,187.60059127807617,185.01078186035156
2023-08-11,175.7305145263672,176.55090180538758,174.50488805624465,175.26597277471524,52036700,0.0003376245614876705,186.97577209472655,185.02618255615235
2023-08-14,177.3811798095703,177.60851131506328,175.25607590732963,175.90843422608452,43675600,0.009393162523037235,186.2706169128418,185.01852966308593
2023-08-15,175.39443969726562,177.40092323969566,174.99907927707545,176.8078826094104,43622600,-0.011200399695376784,185.47895736694335,184.95416473388673
2023-08-16,174.52462768554688,176.471793411816,174.45543132326716,175.07813825565708,46964900,-0.004959176660446429,184.57619094848633,184.89944915771486
2023-08-17,171.98440551757812,175.4537406821077,171.47042491030345,175.08803154260252,66062900,-0.014555092892366117,183.6436424255371,184.80123352050782
2023-08-18,172.46873474121094,173.07166917955516,169.96804315644715,170.30410101859755,61172200,0.0028161229047205527,182.79404296875,184.7401449584961
2023-08-21,173.80307006835938,174.08971916130307,171.7274054668453,173.04200058882003,46311900,0.0077366795155691115,181.97118072509767,184.65145385742187
2023-08-22,175.17698669433594,175.62177093693052,174.2083431088137,175.00895776189057,42038900,0.007905019315459727,181.17407836914063,184.58254180908204
2023-08-23,179.0219268798828,179.44695366375947,176.264252478764,176.45205395893973,52722800,0.02194888871022682,180.5257911682129,184.5346600341797
2023-08-24,174.3368682861328,179.0021943341212,173.97114400676233,178.57716749107865,54945800,-0.02617030592511438,179.70642471313477,184.40255310058595
2023-08-25,176.54100036621094,177.07473842454561,173.78332608108835,175.3252527852027,51449600,0.01264294868748328,178.86844940185546,184.30189453125
2023-08-28,178.10272216796875,178.49808262553688,176.48172016068384,178.00387451255935,43820700,0.008846227213611835,178.07796096801758,184.1918017578125
2023-08-29,181.98719787597656,182.75816135607317,177.42071955816803,177.6183997947506,53003900,0.021810310705663305,177.52315292358398,184.18091705322266
2023-08-30,185.4762725830078,185.67396786591692,182.5999932338842,182.79767343476072,60813900,0.019172088738951043,177.29234237670897,184.23803741455077
2023-08-31,185.69374084472656,186.92926105598286,185.30825914209595,185.66408956621913,60794500,0.001172485616031782,177.14199523925782,184.32023498535156
2023-09-01,187.2653045654297,187.7199674857303,186.09896582677092,187.29495583927402,45766500,0.00846320244050247,177.52329635620117,184.37384948730468
2023-09-05,187.5025177001953,187.77927298177536,185.43673181910435,186.09896874874457,45280000,0.001266722286416666,178.0714309692383,184.43852630615234
2023-09-06,180.7911834716797,186.66237722656214,179.36786194540127,186.21757793807612,81755800,-0.03579330192913266,178.23711166381835,184.3968115234375
2023-09-07,175.503173828125,176.1456533918577,171.52973657694065,173.15073850258275,112488800,-0.029249267259667255,178.21785354614258,184.1942581176758
2023-09-08,176.11599731445312,178.15214742516778,175.73051558651892,176.2840413464044,65551300,0.003491808569389576,178.24009323120117,183.98046813964845
2023-09-11,177.28233337402344,178.21144703159865,175.2857283917044,177.9841155245434,58953100,0.006622544671440744,178.31768417358398,183.78329315185547
2023-09-12,174.25779724121094,178.0434334916735,172.79494533569144,177.4108476610135,90370200,-0.017060561395203733,178.16151504516603,183.43915863037108
2023-09-13,172.1919708251953,175.24617287306006,171.96462426919445,174.46531572894506,84267900,-0.011855001318282876,178.0013916015625,183.08351715087892
2023-09-14,173.70425415039062,174.060084556446,171.56927171405846,171.98440467411754,60895800,0.008782542635106694,177.9603729248047,182.7804296875
2023-09-15,172.9827117919922,174.45545734300367,171.80650919609533,174.43568479625586,109259500,-0.004153855424713693,178.0102882385254,182.45343505859375
2023-09-18,175.9084014892578,177.30207170667876,174.12924962468128,174.4356561798522,67257600,0.01691319130656077,178.18227157592773,182.20726287841796
2023-09-19,176.99569702148438,177.54920768301113,175.07816717117066,175.4636488877364,51826900,0.006181032418130172,178.34190292358397,182.0237014770508
2023-09-20,173.4571533203125,177.61837681135137,173.36818440563272,177.18347129792434,58436200,-0.01999225834706231,178.25591125488282,181.7798324584961
2023-09-21,171.9152069091797,174.25776334751873,171.846025624082,172.5280351536478,63149100,-0.008889494504071505,177.90057525634765,181.4717611694336
2023-09-22,172.7652587890625,175.02874030453424,172.03384046276338,172.64665367280514,56725400,0.004944599696360186,177.82199478149414,181.16548950195312
2023-09-25,174.040283203125,174.9199727999802,172.13263256691485,172.18205638108142,46172700,0.007380097266078467,177.69695892333985,180.88175720214844
2023-09-26,169.9680633544922,173.17052232124786,169.6715354659317,172.79493440563715,64588900,-0.023398145381549718,177.29022598266602,180.45143280029296
2023-09-27,168.4557647705078,171.03553164114703,167.0917606780329,170.62039864934732,66921800,-0.008897545539659824,176.61365432739257,179.99599548339845
2023-09-28,168.71275329589844,170.03722730338785,165.67830850769053,167.37838547451082,56294400,0.001525554947559904,175.7754783630371,179.51865142822265
2023-09-29,169.2267303466797,171.06518493104676,168.36679806748614,170.02734498983367,51861100,0.003046462349409973,174.95212783813477,179.090478515625
2023-10-02,171.73727416992188,172.28090596787308,168.94993390517055,169.23658298137698,52164500,0.014835385746087892,174.17572631835938,178.73600952148436
2023-10-03,170.40292358398438,171.61868620307462,168.84123947337378,170.26454593815689,49594600,-0.007769720303218874,173.32074661254882,178.33886169433595
2023-10-04,171.6483612060547,172.19199313339385,168.98951921036945,169.10812432832188,53020300,0.007308780834716755,172.86360549926758,177.9494482421875
2023-10-05,172.8838653564453,173.41760341955526,170.67968657288918,171.77682905786853,48527900,0.007197879092521342,172.7326400756836,177.56737213134767
2023-10-06,175.43399047851562,175.92819856079907,171.17390414032383,171.78673241813826,57266700,0.014750509637279086,172.69853973388672,177.26156799316405
2023-10-09,176.91659545898438,176.97589800927489,173.76354582426052,174.7618406122257,42390800,0.008451070265373284,172.68025283813478,176.93388977050782
2023-10-10,176.3235321044922,177.63812721273464,175.88862664528037,176.0368980965743,43698000,-0.0033522200274856973,172.78353958129884,176.5821105957031
2023-10-11,177.7172088623047,177.76663268122664,175.5426965680271,176.13573714899445,47551100,0.007904088247203456,173.0598014831543,176.27478759765626
2023-10-12,178.61669921875,180.2278073787141,176.96603088257305,177.98411345020415,56743100,0.005061357660316679,173.30542373657227,176.0452719116211
2023-10-13,176.77821350097656,179.82252160984507,176.07643148158712,179.31843486264313,51427100,-0.010292910605865901,173.49519882202148,175.80682250976562
2023-10-16,176.6497344970703,177.0055649122618,174.46532818230494,174.70255348644375,52517000,-0.0007267807574350416,173.53226547241212,175.7470315551758
2023-10-17,175.09791564941406,176.35320838797153,172.77514673671925,174.60370757241088,57549400,-0.008784722219222996,173.4373764038086,175.718193359375
2023-10-18,173.80307006835938,175.52291937992672,173.08153059369246,173.54608733160953,54764400,-0.00739497998164218,173.45467224121094,175.64470336914061
2023-10-19,173.42752075195312,175.77994115612455,173.1606441431901,174.00078890109597,59302900,-0.0021607749291110423,173.5302879333496,175.59548706054687
2023-10-20,170.8773651123047,173.3879351486228,170.6401398397108,173.27920878393786,64244000,-0.014704446148981365,173.4358932495117,175.49961029052736
2023-10-23,170.99600219726562,171.99429712738208,167.96155723103598,168.93021596381925,55980100,0.0006942820360260615,173.28367919921874,175.4049200439453
2023-10-24,171.43087768554688,171.65820914819068,169.46392436745393,171.04539603931104,43816600,0.0025431909675850406,173.3568199157715,175.28591400146485
2023-10-25,169.11801147460938,171.0552987076063,168.67321213575732,169.88897487497013,57157000,-0.013491538059905106,173.38993225097656,175.1603854370117
2023-10-26,164.95677185058594,169.39476582537458,163.75090293239452,168.3964558542296,70625300,-0.02460553780014252,173.20213317871094,174.9690283203125
2023-10-27,166.2713623046875,167.00279566914165,164.89746448966903,164.97653958977486,58499100,0.007969302741279938,173.05436477661132,174.85476745605467
2023-10-30,168.31736755371094,169.18717852998205,166.91381853056686,167.06208999172168,51131000,0.012305217330656149,172.88336944580078,174.77174011230468
2023-10-31,168.79183959960938,168.92032345051314,165.95507483465602,167.3882903979478,44846000,0.0028189131804656764,172.80281524658204,174.67151550292968
2023-11-01,171.95477294921875,172.21175573979943,168.1493644262673,169.01917553597846,56934900,0.018738662704975262,172.81813583374023,174.60707122802734
2023-11-02,175.51304626464844,175.72060519042475,173.42748778366638,173.48679033388817,77334800,0.020693076757343,172.9495948791504,174.53689361572265
2023-11-03,174.60369873046875,174.77174274032964,171.34193765305042,172.22162738228718,79829200,-0.005181082281533245,172.90808029174804,174.54223022460937
2023-11-06,177.15380859375,177.35148879200258,174.16880291146146,174.33683183407777,63841300,0.01460513082954673,172.91994094848633,174.55448638916016
2023-11-07,179.7138214111328,180.32663456302825,176.89682951103612,177.1043884447924,70530000,0.014450791872352209,173.08945541381837,174.58670837402343
2023-11-08,180.77142333984375,181.32493395317235,179.4864793691692,180.23768527185777,49340300,0.005884922597530595,173.2421661376953,174.5623928833008
2023-11-09,180.29698181152344,181.98716487212562,179.7039261272927,180.84061367506283,53763500,-0.0026245383233409747,173.326180267334,174.4588070678711
2023-11-10,184.48348999023438,184.65175539538808,181.6430032262288,182.07848170612579,66133400,0.023220068004728756,173.71144409179686,174.43460205078125
2023-11-13,182.8999481201172,184.11729742228064,182.31601793716675,183.9094650326421,43627500,-0.008583650874129822,174.02395477294922,174.347294921875
2023-11-14,185.5128173828125,186.17592689168708,184.38453902262373,185.7701387274506,60108400,0.014285784602734442,174.54469985961913,174.30750091552736
2023-11-15,186.07691955566406,187.55160515956638,185.84928859059917,185.91857611582427,53790500,0.0030407719574843117,175.15839233398438,174.41321563720703
2023-11-16,187.75946044921875,188.99660829200764,186.7103463929358,187.62090049490251,54412900,0.009042179425435837,175.87498931884767,174.6583413696289
2023-11-17,187.7396697998047,188.42257785422723,186.63119011836693,188.29390964052354,50922700,-0.00010540427292826671,176.71810455322264,174.89081481933593
2023-11-20,189.4815673828125,189.93684445013852,187.92771748948175,187.93760923589429,46505100,0.009278260608774236,177.6423828125,175.13479949951173
2023-11-21,188.67990112304688,189.55085808280586,187.78916067013205,189.44198846283598,38134500,-0.004230840344200848,178.504833984375,175.42324157714845
2023-11-22,189.343017578125,190.94635649331246,188.8679569924961,189.52117473642568,39617700,0.0035145049956628593,179.51608428955078,175.76626251220702
2023-11-24,188.01678466796875,188.93721542830764,187.30418629136327,188.9075250877743,24048300,-0.007004393017075672,180.66908493041993,176.0525131225586
2023-11-27,187.838623046875,188.7095799535061,186.95777439426936,187.9672912540552,40552600,-0.0009475835969027235,181.7474479675293,176.34963134765624
2023-11-28,188.44236755371094,189.11538388382388,187.45264920500045,187.82874701011957,38415400,0.0032141659528950317,182.7536979675293,176.60031066894533
2023-11-29,187.42295837402344,190.11499348364924,187.02707707633283,188.93722623545,43014200,-0.005409660220899837,183.68525390625,176.8088558959961
2023-11-30,187.9969940185547,188.36320007044645,186.2550951920731,187.88812439803064,48794400,0.003062781899887179,184.48736495971679,177.09965270996094
2023-12-01,189.2737274169922,189.59042941044567,187.2843840288066,188.37308016671426,45704800,0.006791243685053239,185.17539901733397,177.4468231201172
2023-12-04,187.48233032226562,188.09596593756666,185.52269231677565,188.02667840765253,43389500,-0.009464584013712085,185.81933059692383,177.74116455078126
2023-12-05,191.4313201904297,192.40123993854135,188.22462732075607,188.25433276481266,66628400,0.021063264262696668,186.5332061767578,178.08898529052735
2023-12-06,190.3426513671875,192.75755159573393,190.1348038567878,192.4507413057332,41089700,-0.005686994281600355,187.06464767456055,178.49647705078124
2023-12-07,192.2725830078125,192.99507315570867,191.59956669458757,191.63916388460834,47477700,0.01013924954161749,187.63970565795898,178.97281341552736
2023-12-08,193.6977996826172,193.97491963358075,191.67876563770596,192.203315195023,53406400,0.007412479993295751,188.30974655151368,179.4725143432617
2023-12-11,191.19378662109375,191.50061200003438,189.45188773429211,191.12451418849048,60943700,-0.012927421300739539,188.64526138305663,179.91185546875
2023-12-12,192.7080535888672,192.71794533501543,189.748790485074,191.09480795445688,52696900,0.007920063693149126,189.13566665649415,180.3312710571289
2023-12-13,195.9246368408203,195.96421892707963,192.8466123940007,193.08413511536142,70404200,0.016691483267303076,189.65625762939453,180.84170532226562
2023-12-14,196.07310485839844,197.567574144968,194.14315707722483,195.98403383047588,66831600,0.0007577812569776743,190.15606689453125,181.3302001953125
2023-12-15,195.5386505126953,196.36010340669733,194.97450383643803,195.4990533238864,128538400,-0.002725791209809758,190.54502639770507,181.7832958984375
2023-12-18,193.87591552734375,194.60831249977454,192.39133809002112,194.0738561652729,55751900,-0.008503357167454761,190.85183868408203,182.15213439941405
2023-12-19,194.9151153564453,194.92500710230044,193.87590816937887,194.14313632648785,40714100,0.005360128545492282,191.12351608276367,182.5121047973633
2023-12-20,192.8268280029297,195.6475162401682,192.8268280029297,194.87553713507947,52242800,-0.010713829708366762,191.33086242675782,182.84217071533203
2023-12-21,192.67835998535156,195.05369307239374,191.51049958819766,194.08377332368417,46482500,-0.0007699551930391291,191.49762954711915,183.14139373779298
2023-12-22,191.60948181152344,193.4008696387368,190.98595440796598,193.17322354105164,37149600,-0.005547473903708688,191.67726440429686,183.40124938964843
2023-12-26,191.0651397705078,191.8964996004414,190.84740051477698,191.6193796571302,28919300,-0.002840893028201341,191.8385902404785,183.68698791503905
2023-12-27,191.16407775878906,191.51048519395766,189.12526053943682,190.51087517820892,48087700,0.0005178233371094798,191.97467575073242,183.97727478027343
2023-12-28,191.5896759033203,192.65857351066379,191.18388776405135,192.14391575114956,34049900,0.002226350000067878,192.18301162719726,184.30710998535156
2023-12-29,190.5504608154297,192.40122918172025,189.758683164504,191.9063700376295,42672100,-0.005424170603091527,192.31068496704103,184.64205780029297
